X,Y,WARD,PARCEL,PID_LONG,WPD,BATCH,SHAPE_area,SHAPE_len,Project_ID,Perm_type,Have_it,Year_TAPA,PID,Permit_ID,Proj_nam,MAL,MAL2,MAL3,MAL4,MAL5,MAL6,MAL7,Lot_Type,Add_Space,Ex__Spaces,Perm_space,Gen_Park,Rest_Park,Land_Use,_land_sqft,bldg_Sqft,Units,ManCo,ManAd,ManCon,DevName,DevName2,DevAddy,DevAddy2,Par_own,Own_Addy,Cost_Hour,Cost_day,Cost_mon,Op_hours,Op_days,Lease_Own,Park_type,Lev_grade,Entry,An_report,APCC_perm,Space_coun,Paper_rec,E_file,APCC_Notes,Issue_date,Mod_date,Mod_date2,Mod_date3,2010_Freez,2010_Exem,2010_Excl,2010_Tot,Comments,User_Group,Ut_rates,Use_Notes,Mon_Pass,Agreements,Valet,1977_PuL,1977_PuG,1977_PriL,1977_PriG,BAPCC_PuL,BAPCC_PuG,BAPCC_PrL,BAPCC_PrG,1991_PuL,1991_PuG,1991_PrL,1991_PrG,Elec_Veh,Car_van,C_V_Desc,Ped_Path,Incentives,Outlets,Out_Dets,bike_space,Bike_Short,Bike_long,Low_Em,MASS_Ride,Match,Joint,Guarantee,Sub_T_Pass,Sub_Desc,TMA,CommuteWor,Moto_Scoot,T_Pass_Sal,Trans_Coor,Ped_Prog,Shut_bus,Cash_out,prom_mats,Show_facs,Unb_Park,Car_share,Car_share2,Notes,Fenway,Perm_Summ,OBJECTID,_Freez,_Exem,_Excl,_Tot,_PuL,_PuG,_PriL,_PriG,_PuL_1,_PuG_1,_PrL,_PrG,No_2010_AP,Shape_Leng,y_n_bike,TOT_Space,Note,Proj_nam_1,TYPE,LOC_ID,Proj_nam_2,PARCEL_1,PID_LONG_1,WPD_1,PID_1,TOTAL_COM_,20171127_Respondent (First+ Last),20171127_Gensler Revised Parking Spots,20171127_Parking Typology (use dropdown)
-71.057628359286156,42.357013256454813,3,3910,0303910000,03-06-180,0,19421.64865260000,582.89725684400,00118,APCC,Y,,0303910000,136,50 MILK ST,50 Milk St,,,,,,,,,99,99,0.000000,99.000000,,,,,,,,"Robert C. Elder, Partner, Devonshire-Milk Associates, c/o Joel H. Sirkin, H",,"60 State Street, Boston, MA 02111",,,,,,,,,,,,,,136,,Y,Y,n/a,11/26/1979,,,,0,99,,99,,Tenants and employees,,,,,,90,0,0,0,0,0,0,99,0,0,0,99,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,99.00000000000,,50 MILK ST,Exempt,A00118,50 MILK ST,3910,0303910000,03-06-180,0303910000,99.000000,Carmen Schweizer,99,Below Grade (building on top)
-71.054743657051546,42.354161224384995,3,4390,0304390000,03-06-430,0,29280.89029520000,688.15806022400,00143,APCC,,,0304390000,131,KEYSTONE BUILDING GARAGE,99 High St,,,,,,,,,163,163,0.000000,163.000000,,,,,,,,,,,,,,,,,,,,,,,,131,,Y,,n/a,n/a,,,,0,163,0,163,,,,,,,,0,24,0,,0,0,0,163,0,0,0,167,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,163.00000000000,,KEYSTONE BUILDING GARAGE,Exempt,A00143,KEYSTONE BUILDING GARAGE,4390,0304390000,03-06-430,0304390000,163.000000,Carmen Schweizer,163,Below Grade (building on top)
-71.059415813610372,42.36677384346843,3,3061-20,0303061020,03-05-015,0,50787.15788300000,1003.36277233000,00094,"APCC, Amendment
",,,0303061020,,234 STRADA,226-250 Causeway St,,,,,,,"garage, surface",,80,90,14.000000,66.000000,"Residential, commercial",,"366,637",108,,,,"Intercontinental Fund II 226 Causeway Street, LLC","1270 Soldiers Field Road, Boston, Massachusetts 02135","Carlyle/Karlton 226 Causeway, L.P.","1001 Pennsylvania Avenue, N.W., Washington, D.C. 20004",,,,,,,,,,,,,,,,,,,,,,14,66,,80,,,,,,,,18,,,,14,,,66,18,,,,,,0.000000,,,,,0.000000,,Y,,,,,,,,,,,Y,,,,,Y,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,90.00000000000,,234 STRADA,Mixed,A00094,234 STRADA,3061-20,0303061020,03-05-015,0303061020,80.000000,Carmen Schweizer,90,Stand-alone parking attached to side of building
-71.053994612906394,42.36536006695242,3,2303-10,0302303010,03-01-060,0,27797.22258470000,797.47026299900,00060,APCC,,,0302303010,51,N BENNET ST LOT,21 N Bennet St,,,,,,,,,0,30,0.000000,30.000000,,,,,,,,,,,,,,,,,,,,,,,,51,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,30,0,0,0,30,0,0,0,30,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,30.00000000000,,N BENNET ST LOT,Exempt,A00060,N BENNET ST LOT,2303-10,0302303010,03-01-060,0302303010,30.000000,Carmen Schweizer,30,Surface Parking
-71.074439012986545,42.354637525534315,5,2797-10,0502797010,05-06-020,0,9030.26774079000,385.19358956300,00320,APCC,Y,,0502797010,712,RESIDENCES AT 303 BERKELEY,303 Berkeley St,,,,,,,,,9,135,135.000000,1.000000,,,,,,,,"Edward O'Donnell, Modern Continental",,"600 Memorial Drive, Cambridge, MA 02139",,,,,,,,,,,,,,712,,Y,Y,not a,1/28/2002,,,,,0,9,9,,Residents,,Residents of 303 Berkeley Street,,,,,,,,135,0,0,0,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,135.00000000000,,RESIDENCES AT 303 BERKELEY,N/A,A00320,RESIDENCES AT 303 BERKELEY,2797-10,0502797010,05-06-020,0502797010,0.000000,Carmen Schweizer,135,Below Grade (building on top)
-71.075111318249412,42.349239853943693,4,1134,0401134000,04-02-055,0,69784.71845160000,1063.61681794000,00239,APCC,Y,,0401134000,811,Hancock Tower,200 Clarendon St,,,,,,,,,176,176,0.000000,176.000000,,,,,,,,Normandy Partners,,200 Clarendon Street,,,,,,,,,,,,,,811,,Y,Y,n/a,6/9/2010,,,,,176,,176,"Granted by APCC June 9, 2010","Lessees, employees, patrons, customers, clients, patients, and guests",,,,,,,,,,,,,,,,,,4,,0.000000,,,,,0.000000,Yes,,,,,Yes,,Y,,,,,Y,Y,,,,Y,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,Y,176.00000000000,,Hancock Tower,Exempt,A00239,Hancock Tower,1134,0401134000,04-02-055,0401134000,176.000000,Carmen Schweizer,176,Below Grade (building on top)
-71.060772733378911,42.358516655890917,3,2720,0302720000,03-06-145,0,58835.45338500000,986.16131531300,00069,APCC,Y,,0302720000,67,ONE BEACON ST GARAGE,1 Beacon St,,,,,,,,,240,240,150.000000,90.000000,,,,,,,,"The Prudential Insurance Company, c/o Kathy Georgian, Goodwin, Proctor and",,"Exchange Place, Boston, MA 02109",,,,,,,,,,,,,,67,,Y,Y,n/a,4/5/1993,12/5/1996,,Add 90 spaces for employees and tenants of 1 Beacon Street,150,90,,240,"Counted more than alloted, the originial permit is missing, this is just the update","General public, employees, tenents",,,,,,0,150,0,0,0,150,0,0,0,249,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,240.00000000000,,ONE BEACON ST GARAGE,Mixed,A00069,ONE BEACON ST GARAGE,2720,0302720000,03-06-145,0302720000,240.000000,Carmen Schweizer,240,Below Grade (building on top)
-71.059878093380263,42.351799267821967,3,4435,0304435000,03-08-265,0,2547.10822420000,204.33211962100,00148,APCC,,,0304435000,162,EDINBORO @ PURCHASE ST LOT,21-23 Edinboro St,,,,,,,,,0,10,10.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,162,,,,n/a,n/a,,,,,,,0,,,,,,,,19,0,0,0,19,0,0,0,10,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,10.00000000000,,EDINBORO @ PURCHASE ST LOT,Commercial,A00148,EDINBORO @ PURCHASE ST LOT,4435,0304435000,03-08-265,0304435000,10.000000,Carmen Schweizer,10,Surface Parking
-71.06385444021609,42.353666257297185,3,4842,0304842000,03-08-015,0,8462.37068378000,378.82315213200,00168,"TAPA, APCC",,,0304842000,,,168-170A Tremont St,172 Tremont St,,,,,,,,,97,0.000000,97.000000,"Residential, ground retail",,,94,,,,,,,,,,,,,,,Deeded,Valet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,173,,,0.000000,,,,,0.000000,,,,,,,,,,,,,Y,Y - TC will be designated,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,97.00000000000,,,Mixed,A00168,,4842,0304842000,03-08-015,0304842000,173.000000,Carmen Schweizer,97,Below Grade (building on top)
-71.06336876505074,42.354451080365529,3,4850,0304850000,03-08-015,0,25954.16859640000,747.23205113800,00170,APCC,,,0304850000,148,TREMONT-ON-THE-COMMON GARAGE,151-162 Tremont St,,,,,,,,,0,259,221.000000,138.000000,,,,,,,,,,,,,,,,,,,,,,,,148,,,,n/a,n/a,,,,,,,0,,,,,,,,0,200,0,125,0,200,0,125,0,221,0,138,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,259.00000000000,,TREMONT-ON-THE-COMMON GARAGE,Mixed,A00170,TREMONT-ON-THE-COMMON GARAGE,4850,0304850000,03-08-015,0304850000,359.000000,Carmen Schweizer,259,Below Grade (building on top)
-71.066879186864554,42.337197407266586,8,1055,0801055000,08-01-075,0,256021.51042599999,1985.64409152000,00376,APCC,,,0801055000,338,THE FLOWER MART LOT,540 Albany St,,,,,,,,,0,400,0.000000,400.000000,,,,,,,,,,,,,,,,,,,,,,,,338,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,800,0,0,0,800,0,0,0,400,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,400.00000000000,,THE FLOWER MART LOT,Exempt,A00376,THE FLOWER MART LOT,1055,0801055000,08-01-075,0801055000,400.000000,Carmen Schweizer,400,Surface Parking
-71.070165504746626,42.335470565863517,8,1066-150,0801066150,08-01-075,0,36315.13771180000,811.17143421900,00379,APCC,,,0801066150,344,PEABODY CONSTRUCTION LOT,700 Albany St,,,,,,,,,0,55,0.000000,55.000000,,,,,,,,,,,,,,,,,,,,,,,,344,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,55,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,55.00000000000,,PEABODY CONSTRUCTION LOT,Exempt,A00379,PEABODY CONSTRUCTION LOT,1066-150,0801066150,08-01-075,0801066150,55.000000,Carmen Schweizer,55,Surface Parking
-71.065627751887121,42.360838185406315,3,139,0300139000,03-06-080,0,14004.71633530000,580.11208507800,00017,APCC,,,0300139000,216,BOSTON FIRE DEPT LOT,200 Cambridge St,,,,,,,,,0,,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,216,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,15,0,0,0,15,0,0,0,10,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,0.00000000000,,BOSTON FIRE DEPT LOT,Exempt,A00017,BOSTON FIRE DEPT LOT,139,0300139000,03-06-080,0300139000,10.000000,Carmen Schweizer,0,Surface Parking
-71.059962040468108,42.3522950406525,3,4431,0304431000,03-08-265,0,8662.06443046000,406.29317480400,00147,APCC,,,0304431000,502,LAPPAS LOT,85-91 Essex St,,,,,,,,,50,50,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,502,,Y,,n/a,n/a,,,,50,0,,50,"Renewed by APCC November 19, 2003",,,,,,,,,,,50,0,0,0,50,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,50.00000000000,,LAPPAS LOT,Commercial,A00147,LAPPAS LOT,4431,0304431000,03-08-265,0304431000,50.000000,Carmen Schweizer,50,Surface Parking
-71.064111640155616,42.364319668481947,3,471,0300471000,03-05-080,0,70845.25898250000,1192.33133019000,00025,"TAPA, APCC",,,0300471000,,LANGONE FUNERAL HOME,150 Staniford St,,,,,,,,,,92,0.000000,92.000000,"Residential, ground retail","69,400","9,000 non-residential",183,,,,Planning Office for Urban Affairs of the Archdiocese of the Catholic Church,Keen Development Corporation,"185 Devonshire Street, Boston, Massachusetts 02110","Two University Road Post Office Box 2589 Cambridge, Massachusetts 02238",,,,,,,,,,below grade,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,19,,,,19,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,Y,,,,,,Y,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,92.00000000000,,LANGONE FUNERAL HOME,Exempt,A00025,LANGONE FUNERAL HOME,471,0300471000,03-05-080,0300471000,19.000000,Carmen Schweizer,92,Surface Parking
-71.052510178665329,42.353206206310041,3,2952-10,0302952010,03-06-465,0,97513.03028019999,1467.70434194000,00079,"TAPA, APCC
",,,0302952010,,Russia Wharf,278-290 Congress St,518-540 Atlantic Ave,,,,,,,,,,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,,0.00000000000,,Russia Wharf,N/A,A00079,Russia Wharf,2952-10,0302952010,03-06-465,0302952010,0.000000,Carmen Schweizer,0,Below Grade (building on top)
-71.087501603838987,42.349846126797011,5,3585,0503585000,05-09-060,0,10189.76463970000,414.90099117200,00330,APCC,Y,,0503585000,79,333 COMMONWEALTH CONDOMINIUMS,333 Commonwealth Ave,,,,,,,,,20,20,0.000000,0.000000,,,,,,,,"Lafayette Parking Garage, Inc, 333 Commonwealth Condominiums, Inc, Edward L",,"33 Commonwealth Avenue, Boston MA 02115",,,,,,,,,,,underground,,,79,,Y,Y,n/a,n/a,9/4/1980,,,0,0,20,20,Residential parking only,Residents,,,,,,,,,,0,0,0,20,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,Y,1,0,,,,,,,,,,,,,,0.00000000000,,20.00000000000,,333 COMMONWEALTH CONDOMINIUMS,N/A,A00330,333 COMMONWEALTH CONDOMINIUMS,3585,0503585000,05-09-060,0503585000,0.000000,Carmen Schweizer,20,Below Grade (building on top)
-71.06287000784674,42.353604740136184,3,4832-10,0304832010,03-08-020,0,38203.61152240000,1111.84606583000,00167,APCC,,,0304832010,150,WASHINGTON @ AVERY ST LOT,571-581 Washington St,,,,,,,,,0,41,41.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,150,,,,n/a,n/a,,,,,,,0,Probably became Millenium Place North,,,,,,,50,0,0,0,45,0,0,0,41,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,41.00000000000,,WASHINGTON @ AVERY ST LOT,Commercial,A00167,WASHINGTON @ AVERY ST LOT,4832-10,0304832010,03-08-020,0304832010,41.000000,Carmen Schweizer,41,Below Grade (building on top)
-71.056894048847269,42.367764517831809,3,1940,0301940000,03-02-050,0,14426.66348770000,483.62820044900,00056,APCC,,,0301940000,,POLCARI'S R ESTAURANT LOT,588 Commercial St,0 Commercial St,,,,,,Open air,,49,49,0.000000,0.000000,,,,,,,,"Salvatore Zucco, Copp's Hill Service Station",,"588 Commercial Street, Boston MA",,,,,,,,,,,,,,,,,,,,,,,,49,,49,,,,,,,,49,,,,49,,49,,20,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,,49.00000000000,,POLCARI'S R ESTAURANT LOT,Mixed,A00056,POLCARI'S R ESTAURANT LOT,1940,0301940000,03-02-050,0301940000,69.000000,Carmen Schweizer,49,Surface Parking
-71.066169389494107,42.364249359294142,3,475,0300475000,03-05-080,0,257718.67461200000,2195.22585480000,00026,APCC,,,0300475000,7,HAWTHORN PLACE GARAGE,2 Hawthorn Pl,9 Hawthorn Pl,,,,,,,,0,619,619.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,7,,,,n/a,n/a,,,,,,,0,,,,,,,,0,342,0,0,0,342,0,0,0,619,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,619.00000000000,,HAWTHORN PLACE GARAGE,Commercial,A00026,HAWTHORN PLACE GARAGE,475,0300475000,03-05-080,0300475000,619.000000,Carmen Schweizer,619,Below Grade (building on top)
-71.056853752784747,42.364141112727047,3,2517,0302517000,03-04-020,0,14266.86901100000,531.27013028400,00062,APCC,Y,,0302517000,35,D'AMORE PARKING,34 Cooper St,,,,,,,Open air,,67,67,0.000000,0.000000,,,,,,,,D'Amore Restaurant,,"74-76 Salem Street, Boston, MA 02113",,,,,,,,,,,,,,35,,Y,Y,Permi,4/8/1981,,,,,67,,67,"Count is higher than permit, violation letter dated 7/12/1982","Residents, restaurant patrons",,,,,,12,0,0,0,0,0,67,0,0,0,85,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,67.00000000000,,D'AMORE PARKING,Exempt,A00062,D'AMORE PARKING,2517,0302517000,03-04-020,0302517000,67.000000,Carmen Schweizer,67,Surface Parking
-71.05978127524611,42.367178975956605,3,3060,0303060000,03-05-015,0,43285.42653160000,829.25613222000,00093,"APCC, Scope",,,0303060000,,LOVEJOY PLACE LOT,160 N Washington St,131 Beverly St,,,,,,fully automated parking system,,,47,47.000000,0.000000,Residential,"38,000","458,314",260,,,,"New Chardon Realty Corp., Causeway Realty Trust, c/o Csapler & Bok",,"One Wintrhop Square, Boston, MA",,,,,,,,,,"self, valet",,automated system,,,,,,,,,,,47,,,47,,,,,,,,,,,,,,,420,,,,145,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,47.00000000000,,LOVEJOY PLACE LOT,Mixed,A00093,LOVEJOY PLACE LOT,3060,0303060000,03-05-015,0303060000,192.000000,Carmen Schweizer,47,Below Grade (building on top)
-71.067389693096942,42.365616057154874,3,450,0300450000,03-05-080,0,221301.69454000000,1994.08257890000,00022,APCC,,,0300450000,,Whittier Place,6 Whittier Pl,,,,,,,,,370,370,0.000000,370.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,97,278,,,101,269,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,,370.00000000000,,Whittier Place,Exempt,A00022,Whittier Place,450,0300450000,03-05-080,0300450000,370.000000,Carmen Schweizer,370,Below Grade (building on top)
-71.060012655623467,42.357240298120693,3,4705,0304705000,03-06-685,0,14684.18329940000,647.55379016300,00163,"TAPA, APCC",,,0304705000,,45 Province,45 Province St,47 Province St,,,,,,Garage,,294,294,147.000000,147.000000,,,280960,150,,,,,,,,,,,,,,,,Valet,"8 - 4 below, 4 abov",Drop off,,,,,,,,,,,184,,110,294,,,,,,,,31,290,,,,184,,110,30,270,,,,,0.000000,Y,,,,75.000000,Y,75,,,,,,Limited Time,Free 1 yr pass for all residential units,Y,,Y,,Y,,,,Y,,Y,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,Y,294.00000000000,,45 Province,Commercial,A00163,45 Province,4705,0304705000,03-06-685,0304705000,184.000000,Carmen Schweizer,294,Below Grade (building on top)
-71.056162931883421,42.36463331346674,3,1344,0301344000,03-04-045,0,3713.93533939000,305.19730043900,00031,APCC,Y,,0301344000,807,Jerusalem,0 Jerusalem Pl,,,,,,,,,10,10,0.000000,10.000000,,,,,,,,Christopher Ciulla,,"11 Ware Road, Winchester, MA 01890",,,,,,,,,,,,,,807,,Y,Y,n/a,11/9/2007,,,,,10,,10,Administrative. Residential/exempt spaces - long-time existing spaces never included in inventory.,Resident,,The permittee may make available up to 10 spaces to holders of valid North End Resident Parking stickers and to owners of nearby Salem Street businesses.,,,,,,,,,,,,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,10.00000000000,,Jerusalem,Exempt,A00031,Jerusalem,1344,0301344000,03-04-045,0301344000,10.000000,Carmen Schweizer,10,Surface Parking
-71.068703998333106,42.362959523790138,3,370,0300370000,03-05-090,0,447046.56409599999,3260.93038636000,00018,"TAPA, Amendment, APCC",,,0300370000,,Yawkey Center for Outpatient Care,255 CHARLES ST,65 Fruit St,,,,,,,215-239 Charles St,725,725,0.000000,725.000000,"Medical, hotel",,820000,,,,,"Yawkey Center Garage, c/o Partners Healthcare",,"55 Fruit Street -RSL160, Boston, MA 02114",,,,,,,,,,"self, valet",6 levels - below grade,,,,,,,,,,,,,725,0,725,,,,,,,,0,750,0,0,0,750,0,0,0,728,0,0,,Y,0.000000,Y,,,,190.000000,,190,,Y,Y,Y,Y,Y,50% discount,Y - Artery Business Committee,,,Y,Y,,Y,,Y,Y,,Y,2.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,Y,725.00000000000,,Yawkey Center for Outpatient Care,Mixed,A00018,Yawkey Center for Outpatient Care,370,0300370000,03-05-090,0300370000,1453.000000,,,
-71.068373132773132,42.364742051590689,3,449,0300449000,03-05-080,0,228875.42766099999,1976.70933589000,00021,"TAPA, APCC",,,0300449000,,Emerson Place,1-25 Emerson Pl,8 Hawthorne Pl,,,,,,,,660,660,160.000000,500.000000,Residential,,,310,,,,ERP Operating Limited Partnership,,"1953 Gallows Road, Suite 340, Vienna, VA 22182",,"Boston Luxury Residential, LLC","355 Boylston Street Suite B, Boston, MA 02116",,,,,,Lease,self,Sub-grade,garage,,,,,,,,,,,160,396,104,660,,,,,,,,,,30,309,,160,30,396,,,29,309,,Y,1.000000,Y,,,,112.000000,,112,,,Maybe,,,,,,,,Y,Y,Y,,,Y,,,,0.000000,Cambridge/Blossom Working Group,,2,0,,,,,,,,,,,,,,0.00000000000,Y,660.00000000000,,Emerson Place,Mixed,A00021,Emerson Place,449,0300449000,03-05-080,0300449000,556.000000,Carmen Schweizer,660,Below Grade (building on top)
-71.080649183608998,42.34947870165761,5,3207-100,0503207100,05-08-065,0,17624.19488100000,535.63953854300,00328,APCC,Y,,0503207100,46,1983 BOYLSTON STREET TRUST,739 Boylston St,,,,,,,,,12,12,0.000000,12.000000,,,,,,,,"Mr. Barry Hoffman, Trustee of 1983 Boylston Street Trust",,"1983 Boylston Street, Boston MA",,,,,,,,,,,,,,46,,Y,Y,n/a,11/21/1988,,,,0,12,,12,,"Owners, employees, guests",,,,,,,,,,0,0,0,12,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,12.00000000000,,1983 BOYLSTON STREET TRUST,Exempt,A00328,1983 BOYLSTON STREET TRUST,3207-100,0503207100,05-08-065,0503207100,12.000000,Carmen Schweizer,12,Surface Parking
-71.06759444627076,42.340128727549136,8,1100-1,0801100001,08-01-060,0,4620.01515235000,278.49894867200,00381,APCC,,,0801100001,,,0 Malden St,,,,,89 Union Park St,,,,105,105,0.000000,105.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,146,,,,105,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,,105.00000000000,,,Exempt,A00381,,1100-1,0801100001,08-01-060,0801100001,105.000000,Carmen Schweizer,105,Surface Parking
-71.070575496865757,42.346871355060493,5,702,0500702000,05-01-195,0,2072.68302395000,250.71065367000,00287,APCC,,,0500702000,282,BERKELEY ST LOT,75 BERKELEY ST,,,,,,,,,0,10,0.000000,10.000000,,,,,,,,,,,,,,,,,,,,,,,,282,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,10,0,0,0,10,0,0,0,10,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,10.00000000000,,BERKELEY ST LOT,Exempt,A00287,BERKELEY ST LOT,702,0500702000,05-01-195,0500702000,10.000000,Carmen Schweizer,10,Surface Parking
-71.072083048729496,42.350059468985393,5,1155,0501155000,05-01-085,0,31908.43463560000,779.41179243000,00307,APCC,,,0501155000,240.2,LIBERTY MUTUAL CO LOT,175 Berkeley,,,,,,,,,0,26,0.000000,26.000000,,,,,,,,,,,,,,,,,,,,,,,,240.2,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,30,0,0,0,30,0,0,0,26,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,26.00000000000,,LIBERTY MUTUAL CO LOT,Exempt,A00307,LIBERTY MUTUAL CO LOT,1155,0501155000,05-01-085,0501155000,26.000000,Carmen Schweizer,26,Below Grade (building on top)
-71.053214769123159,42.367224317203728,3,2029-20,0302029020,03-02-020,0,5061.72735068000,282.56252751300,00058,APCC,,,0302029020,617,440 COMMERCIAL ST GARAGE,440 COMMERCIAL ST,,,,,,,,,0,9,0.000000,9.000000,,,,,,,,,,,,,,,,,,,,,,,,617,,,,n/a,n/a,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,9,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,9.00000000000,,440 COMMERCIAL ST GARAGE,Exempt,A00058,440 COMMERCIAL ST GARAGE,2029-20,0302029020,03-02-020,0302029020,9.000000,,9,Below Grade (building on top)
-71.083440322694059,42.342100056476248,4,2350-10,0402350010,04-05-040,0,23603.52715140000,706.78201256900,00268,"TAPA, APCC
",,,0402350010,,St. Botolph Assisted Living,352-374 MASSACHUSETTS AVE,,,,,,,Garage,,22,22,0.000000,0.000000,Residential,66100,,82,,,,,,,,,,,,,,,,self,Below Grade,,,,,,,,,,,,,22,,22,,,,,,,,,,,,,,,52,,,,,,Y,0.000000,Y,,,,5.000000,,Yes,,,Y,,,,,If/when one forms,,,,,,,,,,,Maybe,0.000000,,Y,1,0,,,,,,,,,,,,,,0.00000000000,Y,22.00000000000,,St. Botolph Assisted Living,Exempt,A00268,St. Botolph Assisted Living,2350-10,0402350010,04-05-040,0402350010,22.000000,Carmen Schweizer,22,Below Grade (building on top)
